W1,b1,W2,b2
"[[ 0.13584534  0.13158186 -0.0105677   0.1597957   0.14391764]
 [ 0.01159715  0.00832893 -0.00256551  0.03749896  0.00950835]
 [ 0.08179925  0.07387414 -0.02031898  0.06991529  0.05954313]]","[[1.88819020e-03]
 [7.17531819e-05]
 [9.35745473e-04]]",[[-0.0491103  -0.0028329  -0.03185132]],[[-0.05766458]]
